"predictions","Actual","predictions_type","AUC","Fold","Model","method"
"0",0,"training",0.821428571428571,3,"6Decision Tree","3__6Decision Tree"
"0",0,"training",0.821428571428571,3,"6Decision Tree","3__6Decision Tree"
"0",0,"training",0.821428571428571,3,"6Decision Tree","3__6Decision Tree"
"0",1,"training",0.821428571428571,3,"6Decision Tree","3__6Decision Tree"
"0",0,"training",0.821428571428571,3,"6Decision Tree","3__6Decision Tree"
"0",0,"training",0.821428571428571,3,"6Decision Tree","3__6Decision Tree"
"0",0,"training",0.821428571428571,3,"6Decision Tree","3__6Decision Tree"
"0",0,"training",0.821428571428571,3,"6Decision Tree","3__6Decision Tree"
"0",0,"training",0.821428571428571,3,"6Decision Tree","3__6Decision Tree"
"0",0,"training",0.821428571428571,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"1",1,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",1,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",1,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",1,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"0",0,"testing",0.625,3,"6Decision Tree","3__6Decision Tree"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"1",1,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"training",1,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"1",1,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"1",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"1",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"1",1,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"1",1,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",1,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"0",0,"testing",0.803571428571429,3,"7Random Forest","3__7Random Forest"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",1,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"1",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"training",0.982142857142857,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"1",1,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"1",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"1",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"1",1,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"1",1,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",1,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"0",0,"testing",0.803571428571429,3,"8XGBoost","3__8XGBoost"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"1",1,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"training",1,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"1",1,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"1",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"1",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"1",1,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"1",1,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",1,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",0,"testing",0.803571428571429,3,"9LightGBM","3__9LightGBM"
"0",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
