"protein","reporter","unique","value","batch"
"Q9H8H3","3",7,203499.7,"RA0505_peptides.txt"
"Q9H8H3","5",7,588520.6,"RA0505_peptides.txt"
"Q9H8L6","0",2,58319,"RA0505_peptides.txt"
"Q9H8L6","3",2,139595,"RA0505_peptides.txt"
"Q9H8L6","5",2,83111,"RA0505_peptides.txt"
"Q9H8M1","0",1,30423,"RA0505_peptides.txt"
"Q9H8M1","3",1,10959,"RA0505_peptides.txt"
"Q9H8M1","5",1,27050,"RA0505_peptides.txt"
"Q9H8W4","0",1,45800,"RA0505_peptides.txt"
"Q9H8W4","3",1,18240,"RA0505_peptides.txt"
"Q9H8W4","5",1,15612,"RA0505_peptides.txt"
"Q9H8Y8","0",3,144079,"RA0505_peptides.txt"
"Q9H8Y8","3",3,118815,"RA0505_peptides.txt"
"Q9H8Y8","5",3,81265,"RA0505_peptides.txt"
"Q9H936","0",4,93174,"RA0505_peptides.txt"
"Q9H936","3",4,31397,"RA0505_peptides.txt"
"Q9H936","5",4,57996,"RA0505_peptides.txt"
"Q9H939","0",2,0,"RA0505_peptides.txt"
"Q9H939","3",2,0,"RA0505_peptides.txt"
"Q9H939","5",2,0,"RA0505_peptides.txt"
"Q9H993","0",2,0,"RA0505_peptides.txt"
"Q9H993","3",2,0,"RA0505_peptides.txt"
"Q9H993","5",2,0,"RA0505_peptides.txt"
"Q9H9A5","0",3,126456,"RA0505_peptides.txt"
"Q9H9A5","3",3,83554,"RA0505_peptides.txt"
"Q9H9A5","5",3,132251,"RA0505_peptides.txt"
"Q9H9A6","0",2,9166.6,"RA0505_peptides.txt"
"Q9H9A6","3",2,7490.7,"RA0505_peptides.txt"
"Q9H9A6","5",2,5841.6,"RA0505_peptides.txt"
"Q9H9A7","0",1,0,"RA0505_peptides.txt"
"Q9H9A7","3",1,0,"RA0505_peptides.txt"
"Q9H9A7","5",1,0,"RA0505_peptides.txt"
"Q9H9B4","0",7,309063.3,"RA0505_peptides.txt"
"Q9H9B4","3",7,308255.7,"RA0505_peptides.txt"
"Q9H9B4","5",7,610957,"RA0505_peptides.txt"
"Q9H9E3","0",5,163599.1,"RA0505_peptides.txt"
"Q9H9E3","3",5,101707.7,"RA0505_peptides.txt"
"Q9H9E3","5",5,104055.5,"RA0505_peptides.txt"
"Q9H9G7","0",3,36152,"RA0505_peptides.txt"
"Q9H9G7","3",3,22359,"RA0505_peptides.txt"
"Q9H9G7","5",3,25891,"RA0505_peptides.txt"
"Q9H9J2","0",2,79690,"RA0505_peptides.txt"
"Q9H9J2","3",2,51637,"RA0505_peptides.txt"
"Q9H9J2","5",2,75736,"RA0505_peptides.txt"
"Q9H9P8","0",1,39598,"RA0505_peptides.txt"
"Q9H9P8","3",1,27280,"RA0505_peptides.txt"
"Q9H9P8","5",1,36063,"RA0505_peptides.txt"
"Q9H9Q2","0",3,103385,"RA0505_peptides.txt"
"Q9H9Q2","3",3,41430,"RA0505_peptides.txt"
"Q9H9Q2","5",3,56588,"RA0505_peptides.txt"
"Q9H9T3","0",4,59497,"RA0505_peptides.txt"
"Q9H9T3","3",4,68566.6,"RA0505_peptides.txt"
"Q9H9T3","5",4,44718,"RA0505_peptides.txt"
"Q9HA64","0",3,40992,"RA0505_peptides.txt"
"Q9HA64","3",3,75105,"RA0505_peptides.txt"
"Q9HA64","5",3,39863,"RA0505_peptides.txt"
"Q9HA65","0",3,46264.6,"RA0505_peptides.txt"
"Q9HA65","3",3,50295,"RA0505_peptides.txt"
"Q9HA65","5",3,64120,"RA0505_peptides.txt"
"Q9HA72","0",1,82360,"RA0505_peptides.txt"
"Q9HA72","3",1,85658,"RA0505_peptides.txt"
"Q9HA72","5",1,97104,"RA0505_peptides.txt"
"Q9HA77","0",2,0,"RA0505_peptides.txt"
"Q9HA77","3",2,0,"RA0505_peptides.txt"
"Q9HA77","5",2,0,"RA0505_peptides.txt"
"Q9HAB8","0",5,284000,"RA0505_peptides.txt"
"Q9HAB8","3",5,193027.6,"RA0505_peptides.txt"
"Q9HAB8","5",5,224988.4,"RA0505_peptides.txt"
"Q9HAN9","0",4,223141,"RA0505_peptides.txt"
"Q9HAN9","3",4,67448,"RA0505_peptides.txt"
"Q9HAN9","5",4,95617,"RA0505_peptides.txt"
"Q9HAT2","0",2,188432,"RA0505_peptides.txt"
"Q9HAT2","3",2,50627,"RA0505_peptides.txt"
"Q9HAT2","5",2,182303,"RA0505_peptides.txt"
"Q9HAU5","0",3,77360,"RA0505_peptides.txt"
"Q9HAU5","3",3,43742,"RA0505_peptides.txt"
"Q9HAU5","5",3,63866,"RA0505_peptides.txt"
"Q9HAV0","0",2,48296,"RA0505_peptides.txt"
"Q9HAV0","3",2,159257,"RA0505_peptides.txt"
"Q9HAV0","5",2,113468,"RA0505_peptides.txt"
"Q9HAV4","0",2,130860,"RA0505_peptides.txt"
"Q9HAV4","3",2,63551,"RA0505_peptides.txt"
"Q9HAV4","5",2,68222,"RA0505_peptides.txt"
"Q9HAV7","0",2,96429,"RA0505_peptides.txt"
"Q9HAV7","3",2,29456,"RA0505_peptides.txt"
"Q9HAV7","5",2,37487,"RA0505_peptides.txt"
"Q9HB07","0",1,8787.7,"RA0505_peptides.txt"
"Q9HB07","3",1,22925,"RA0505_peptides.txt"
"Q9HB07","5",1,18432,"RA0505_peptides.txt"
"Q9HB19","0",2,41505,"RA0505_peptides.txt"
"Q9HB19","3",2,9267.2,"RA0505_peptides.txt"
"Q9HB19","5",2,14735,"RA0505_peptides.txt"
"Q9HB40","0",4,372925,"RA0505_peptides.txt"
"Q9HB40","3",4,225052,"RA0505_peptides.txt"
"Q9HB40","5",4,276414,"RA0505_peptides.txt"
"Q9HB71","0",5,237342,"RA0505_peptides.txt"
"Q9HB71","3",5,157234,"RA0505_peptides.txt"
"Q9HB71","5",5,133586,"RA0505_peptides.txt"
"Q9HB90","0",1,29015,"RA0505_peptides.txt"
"Q9HB90","3",1,9342.6,"RA0505_peptides.txt"
"Q9HB90","5",1,14272,"RA0505_peptides.txt"
"Q9HBG6","0",1,25328,"RA0505_peptides.txt"
"Q9HBG6","3",1,11961,"RA0505_peptides.txt"
"Q9HBG6","5",1,14144,"RA0505_peptides.txt"
"Q9HBH5","0",3,250390,"RA0505_peptides.txt"
"Q9HBH5","3",3,125500,"RA0505_peptides.txt"
"Q9HBH5","5",3,210200,"RA0505_peptides.txt"
"Q9HBI0","0",3,105803,"RA0505_peptides.txt"
"Q9HBI0","3",3,26009.4,"RA0505_peptides.txt"
"Q9HBI0","5",3,53812,"RA0505_peptides.txt"
"Q9HBI1","0",2,52622,"RA0505_peptides.txt"
"Q9HBI1","3",2,15441,"RA0505_peptides.txt"
"Q9HBI1","5",2,22223,"RA0505_peptides.txt"
"Q9HBL0","0",12,880600,"RA0505_peptides.txt"
"Q9HBL0","3",12,670566,"RA0505_peptides.txt"
"Q9HBL0","5",12,387543.2,"RA0505_peptides.txt"
"Q9HBL7","0",2,160026,"RA0505_peptides.txt"
"Q9HBL7","3",2,61886,"RA0505_peptides.txt"
"Q9HBL7","5",2,93056,"RA0505_peptides.txt"
"Q9HC07","0",1,0,"RA0505_peptides.txt"
"Q9HC07","3",1,0,"RA0505_peptides.txt"
"Q9HC07","5",1,0,"RA0505_peptides.txt"
"Q9HC16","0",2,194159,"RA0505_peptides.txt"
"Q9HC16","3",2,59433,"RA0505_peptides.txt"
"Q9HC16","5",2,244292,"RA0505_peptides.txt"
"Q9HC21","0",6,368685,"RA0505_peptides.txt"
"Q9HC21","3",6,130747,"RA0505_peptides.txt"
"Q9HC21","5",6,416215,"RA0505_peptides.txt"
"Q9HC35","0",10,899336,"RA0505_peptides.txt"
"Q9HC35","3",10,295917,"RA0505_peptides.txt"
"Q9HC35","5",10,699980,"RA0505_peptides.txt"
"Q9HC38","0",11,391745,"RA0505_peptides.txt"
"Q9HC38","3",11,257382,"RA0505_peptides.txt"
"Q9HC38","5",11,236786.8,"RA0505_peptides.txt"
"Q9HC78","0",1,0,"RA0505_peptides.txt"
"Q9HC78","3",1,0,"RA0505_peptides.txt"
"Q9HC78","5",1,0,"RA0505_peptides.txt"
"Q9HCB6","0",4,289233,"RA0505_peptides.txt"
"Q9HCB6","3",4,118200,"RA0505_peptides.txt"
"Q9HCB6","5",4,59582,"RA0505_peptides.txt"
"Q9HCC0","0",8,205496,"RA0505_peptides.txt"
"Q9HCC0","3",8,92181,"RA0505_peptides.txt"
"Q9HCC0","5",8,134909,"RA0505_peptides.txt"
"Q9HCD5","0",4,137815,"RA0505_peptides.txt"
"Q9HCD5","3",4,175988,"RA0505_peptides.txt"
"Q9HCD5","5",4,214318,"RA0505_peptides.txt"
"Q9HCE1","0",8,262400,"RA0505_peptides.txt"
"Q9HCE1","3",8,118662,"RA0505_peptides.txt"
"Q9HCE1","5",8,212657,"RA0505_peptides.txt"
"Q9HCE5","0",1,81628,"RA0505_peptides.txt"
"Q9HCE5","3",1,37244,"RA0505_peptides.txt"
"Q9HCE5","5",1,49243,"RA0505_peptides.txt"
"Q9HCE6","0",5,33591,"RA0505_peptides.txt"
"Q9HCE6","3",5,13945,"RA0505_peptides.txt"
"Q9HCE6","5",5,23829,"RA0505_peptides.txt"
"Q9HCG8","0",3,41112,"RA0505_peptides.txt"
"Q9HCG8","3",3,15953,"RA0505_peptides.txt"
"Q9HCG8","5",3,26689,"RA0505_peptides.txt"
"Q9HCJ1","0",3,266226,"RA0505_peptides.txt"
"Q9HCJ1","3",3,60898,"RA0505_peptides.txt"
"Q9HCJ1","5",3,98429,"RA0505_peptides.txt"
"Q9HCJ6","0",3,114480,"RA0505_peptides.txt"
"Q9HCJ6","3",3,16163,"RA0505_peptides.txt"
"Q9HCJ6","5",3,16574,"RA0505_peptides.txt"
"Q9HCN8","0",4,13886.8,"RA0505_peptides.txt"
"Q9HCN8","3",4,13179.4,"RA0505_peptides.txt"
"Q9HCN8","5",4,122455,"RA0505_peptides.txt"
"Q9HCS7","0",3,0,"RA0505_peptides.txt"
"Q9HCS7","3",3,0,"RA0505_peptides.txt"
"Q9HCS7","5",3,0,"RA0505_peptides.txt"
"Q9HCU0","0",6,114915,"RA0505_peptides.txt"
"Q9HCU0","3",6,153271.9,"RA0505_peptides.txt"
"Q9HCU0","5",6,259892,"RA0505_peptides.txt"
"Q9HCU5","0",3,43117,"RA0505_peptides.txt"
"Q9HCU5","3",3,39167,"RA0505_peptides.txt"
"Q9HCU5","5",3,63918,"RA0505_peptides.txt"
"Q9HD20","0",14,394308,"RA0505_peptides.txt"
"Q9HD20","3",14,280724,"RA0505_peptides.txt"
"Q9HD20","5",14,724196,"RA0505_peptides.txt"
"Q9HD23","0",1,0,"RA0505_peptides.txt"
"Q9HD23","3",1,0,"RA0505_peptides.txt"
"Q9HD23","5",1,0,"RA0505_peptides.txt"
"Q9HD26","0",4,182364,"RA0505_peptides.txt"
"Q9HD26","3",4,110844,"RA0505_peptides.txt"
"Q9HD26","5",4,46969.5,"RA0505_peptides.txt"
"Q9HD42","0",3,82387,"RA0505_peptides.txt"
"Q9HD42","3",3,75368.4,"RA0505_peptides.txt"
"Q9HD42","5",3,105650,"RA0505_peptides.txt"
"Q9HD45","0",4,407270,"RA0505_peptides.txt"
"Q9HD45","3",4,267420,"RA0505_peptides.txt"
"Q9HD45","5",4,432340,"RA0505_peptides.txt"
"Q9HD90","0",1,0,"RA0505_peptides.txt"
"Q9HD90","3",1,0,"RA0505_peptides.txt"
"Q9HD90","5",1,0,"RA0505_peptides.txt"
"Q9HDC9","0",12,3242207,"RA0505_peptides.txt"
"Q9HDC9","3",12,767940,"RA0505_peptides.txt"
"Q9HDC9","5",12,1562893,"RA0505_peptides.txt"
"Q9NNW5","0",1,33546,"RA0505_peptides.txt"
"Q9NNW5","3",1,18590,"RA0505_peptides.txt"
"Q9NNW5","5",1,25408,"RA0505_peptides.txt"
"Q9NNW7","0",2,67794,"RA0505_peptides.txt"
"Q9NNW7","3",2,47572,"RA0505_peptides.txt"
"Q9NNW7","5",2,103550,"RA0505_peptides.txt"
"Q9NNX1","0",1,0,"RA0505_peptides.txt"
"Q9NNX1","3",1,0,"RA0505_peptides.txt"
"Q9NNX1","5",1,0,"RA0505_peptides.txt"
"Q9NNX6","0",1,37300,"RA0505_peptides.txt"
"Q9NNX6","3",1,10820,"RA0505_peptides.txt"
"Q9NNX6","5",1,30682,"RA0505_peptides.txt"
"Q9NP59","0",4,280270,"RA0505_peptides.txt"
"Q9NP59","3",4,642880,"RA0505_peptides.txt"
"Q9NP59","5",4,116408,"RA0505_peptides.txt"
"Q9NP72","0",7,1042085,"RA0505_peptides.txt"
"Q9NP72","3",7,496222,"RA0505_peptides.txt"
"Q9NP72","5",7,612397,"RA0505_peptides.txt"
"Q9NP79","0",4,42545,"RA0505_peptides.txt"
"Q9NP79","3",4,40899,"RA0505_peptides.txt"
"Q9NP79","5",4,25439,"RA0505_peptides.txt"
"Q9NP81","0",1,0,"RA0505_peptides.txt"
"Q9NP81","3",1,0,"RA0505_peptides.txt"
"Q9NP81","5",1,0,"RA0505_peptides.txt"
"Q9NPA0","0",1,120820,"RA0505_peptides.txt"
"Q9NPA0","3",1,43206,"RA0505_peptides.txt"
"Q9NPA0","5",1,87409,"RA0505_peptides.txt"
"Q9NPA8","0",4,162956,"RA0505_peptides.txt"
"Q9NPA8","3",4,118668,"RA0505_peptides.txt"
"Q9NPA8","5",4,150980,"RA0505_peptides.txt"
"Q9NPB8","0",2,131644,"RA0505_peptides.txt"
"Q9NPB8","3",2,40073,"RA0505_peptides.txt"
"Q9NPB8","5",2,254832,"RA0505_peptides.txt"
"Q9NPD3","0",1,56970,"RA0505_peptides.txt"
"Q9NPD3","3",1,33933,"RA0505_peptides.txt"
"Q9NPD3","5",1,44286,"RA0505_peptides.txt"
"Q9NPF4","0",1,40051,"RA0505_peptides.txt"
"Q9NPF4","3",1,17719,"RA0505_peptides.txt"
"Q9NPF4","5",1,18370,"RA0505_peptides.txt"
"Q9NPH2","0",2,0,"RA0505_peptides.txt"
"Q9NPH2","3",2,0,"RA0505_peptides.txt"
"Q9NPH2","5",2,0,"RA0505_peptides.txt"
"Q9NPJ3","0",3,406057,"RA0505_peptides.txt"
"Q9NPJ3","3",3,199550,"RA0505_peptides.txt"
"Q9NPJ3","5",3,263134,"RA0505_peptides.txt"
"Q9NPJ6","0",1,43069,"RA0505_peptides.txt"
"Q9NPJ6","3",1,23781,"RA0505_peptides.txt"
"Q9NPJ6","5",1,39811,"RA0505_peptides.txt"
"Q9NPL8","0",2,0,"RA0505_peptides.txt"
"Q9NPL8","3",2,0,"RA0505_peptides.txt"
"Q9NPL8","5",2,0,"RA0505_peptides.txt"
"Q9NPQ8","0",2,89201,"RA0505_peptides.txt"
"Q9NPQ8","3",2,46622,"RA0505_peptides.txt"
"Q9NPQ8","5",2,51062,"RA0505_peptides.txt"
"Q9NPR9","0",1,45980,"RA0505_peptides.txt"
"Q9NPR9","3",1,17084,"RA0505_peptides.txt"
"Q9NPR9","5",1,68647,"RA0505_peptides.txt"
"Q9NQ25","0",1,0,"RA0505_peptides.txt"
"Q9NQ25","3",1,0,"RA0505_peptides.txt"
"Q9NQ25","5",1,0,"RA0505_peptides.txt"
"Q9NQ48","0",3,320694,"RA0505_peptides.txt"
"Q9NQ48","3",3,179171,"RA0505_peptides.txt"
"Q9NQ48","5",3,159183,"RA0505_peptides.txt"
"Q9NQ69","0",1,0,"RA0505_peptides.txt"
"Q9NQ69","3",1,0,"RA0505_peptides.txt"
"Q9NQ69","5",1,0,"RA0505_peptides.txt"
"Q9NQ79","0",14,721863,"RA0505_peptides.txt"
"Q9NQ79","3",14,189344.5,"RA0505_peptides.txt"
"Q9NQ79","5",14,355731.4,"RA0505_peptides.txt"
"Q9NQ87","0",1,21088,"RA0505_peptides.txt"
"Q9NQ87","3",1,4163.5,"RA0505_peptides.txt"
"Q9NQ87","5",1,23773,"RA0505_peptides.txt"
"Q9NQ89","0",2,54611,"RA0505_peptides.txt"
"Q9NQ89","3",2,6348.5,"RA0505_peptides.txt"
"Q9NQ89","5",2,59416,"RA0505_peptides.txt"
"Q9NQC3","0",6,1048616,"RA0505_peptides.txt"
"Q9NQC3","3",6,530065,"RA0505_peptides.txt"
"Q9NQC3","5",6,561097,"RA0505_peptides.txt"
"Q9NQC7","0",1,16748,"RA0505_peptides.txt"
"Q9NQC7","3",1,15648,"RA0505_peptides.txt"
"Q9NQC7","5",1,25261,"RA0505_peptides.txt"
"Q9NQE9","0",1,39534,"RA0505_peptides.txt"
"Q9NQE9","3",1,31600,"RA0505_peptides.txt"
"Q9NQE9","5",1,47372,"RA0505_peptides.txt"
"Q9NQF3","0",1,0,"RA0505_peptides.txt"
"Q9NQF3","3",1,0,"RA0505_peptides.txt"
"Q9NQF3","5",1,0,"RA0505_peptides.txt"
"Q9NQG5","0",4,109850,"RA0505_peptides.txt"
"Q9NQG5","3",4,178000,"RA0505_peptides.txt"
"Q9NQG5","5",4,205860,"RA0505_peptides.txt"
"Q9NQH7","0",2,64479,"RA0505_peptides.txt"
"Q9NQH7","3",2,35377.2,"RA0505_peptides.txt"
"Q9NQH7","5",2,76176,"RA0505_peptides.txt"
"Q9NQR4","0",2,53901,"RA0505_peptides.txt"
"Q9NQR4","3",2,34014,"RA0505_peptides.txt"
"Q9NQR4","5",2,25747,"RA0505_peptides.txt"
"Q9NQT4","0",2,9757,"RA0505_peptides.txt"
"Q9NQT4","3",2,10679,"RA0505_peptides.txt"
"Q9NQT4","5",2,5143.7,"RA0505_peptides.txt"
"Q9NQT8","0",3,27245,"RA0505_peptides.txt"
"Q9NQT8","3",3,43376,"RA0505_peptides.txt"
"Q9NQT8","5",3,20829,"RA0505_peptides.txt"
"Q9NQV8","0",1,0,"RA0505_peptides.txt"
"Q9NQV8","3",1,0,"RA0505_peptides.txt"
"Q9NQV8","5",1,0,"RA0505_peptides.txt"
"Q9NQW7","0",6,257123,"RA0505_peptides.txt"
"Q9NQW7","3",6,432561,"RA0505_peptides.txt"
"Q9NQW7","5",6,171079,"RA0505_peptides.txt"
"Q9NQZ5","0",2,25950,"RA0505_peptides.txt"
"Q9NQZ5","3",2,8555.8,"RA0505_peptides.txt"
"Q9NQZ5","5",2,22182,"RA0505_peptides.txt"
"Q9NR09","0",1,34242,"RA0505_peptides.txt"
"Q9NR09","3",1,17939,"RA0505_peptides.txt"
"Q9NR09","5",1,23696,"RA0505_peptides.txt"
"Q9NR12","0",2,86938,"RA0505_peptides.txt"
"Q9NR12","3",2,35764.6,"RA0505_peptides.txt"
"Q9NR12","5",2,27602,"RA0505_peptides.txt"
"Q9NR16","0",8,242601.1,"RA0505_peptides.txt"
"Q9NR16","3",8,170976,"RA0505_peptides.txt"
"Q9NR16","5",8,618459,"RA0505_peptides.txt"
"Q9NR19","0",5,262812,"RA0505_peptides.txt"
"Q9NR19","3",5,97723,"RA0505_peptides.txt"
"Q9NR19","5",5,161844,"RA0505_peptides.txt"
"Q9NR20","0",1,0,"RA0505_peptides.txt"
"Q9NR20","3",1,0,"RA0505_peptides.txt"
"Q9NR20","5",1,0,"RA0505_peptides.txt"
"Q9NR28","0",4,565448,"RA0505_peptides.txt"
"Q9NR28","3",4,255584,"RA0505_peptides.txt"
"Q9NR28","5",4,240604,"RA0505_peptides.txt"
"Q9NR30","0",8,148340,"RA0505_peptides.txt"
"Q9NR30","3",8,93584.5,"RA0505_peptides.txt"
"Q9NR30","5",8,163400,"RA0505_peptides.txt"
"Q9NR31","0",3,191374,"RA0505_peptides.txt"
"Q9NR31","3",3,295280,"RA0505_peptides.txt"
"Q9NR31","5",3,274473,"RA0505_peptides.txt"
"Q9NR45","0",8,1318581,"RA0505_peptides.txt"
"Q9NR45","3",8,1229310,"RA0505_peptides.txt"
"Q9NR45","5",8,1910988,"RA0505_peptides.txt"
"Q9NR50","0",2,83236,"RA0505_peptides.txt"
"Q9NR50","3",2,64003,"RA0505_peptides.txt"
"Q9NR50","5",2,100089,"RA0505_peptides.txt"
"Q9NR56","0",1,21454,"RA0505_peptides.txt"
"Q9NR56","3",1,10618,"RA0505_peptides.txt"
"Q9NR56","5",1,12638,"RA0505_peptides.txt"
"Q9NR96","0",2,30456,"RA0505_peptides.txt"
"Q9NR96","3",2,43587,"RA0505_peptides.txt"
"Q9NR96","5",2,78228,"RA0505_peptides.txt"
"Q9NR99","0",19,657485,"RA0505_peptides.txt"
"Q9NR99","3",19,933556,"RA0505_peptides.txt"
"Q9NR99","5",19,634158,"RA0505_peptides.txt"
"Q9NRA2","0",3,114090,"RA0505_peptides.txt"
"Q9NRA2","3",3,68722,"RA0505_peptides.txt"
"Q9NRA2","5",3,99420,"RA0505_peptides.txt"
"Q9NRD1","0",1,0,"RA0505_peptides.txt"
"Q9NRD1","3",1,0,"RA0505_peptides.txt"
"Q9NRD1","5",1,0,"RA0505_peptides.txt"
"Q9NRF8","0",2,131600,"RA0505_peptides.txt"
"Q9NRF8","3",2,70321,"RA0505_peptides.txt"
"Q9NRF8","5",2,78749,"RA0505_peptides.txt"
"Q9NRF9","0",3,147299,"RA0505_peptides.txt"
"Q9NRF9","3",3,53860,"RA0505_peptides.txt"
"Q9NRF9","5",3,80208,"RA0505_peptides.txt"
"Q9NRG9","0",2,30203.3,"RA0505_peptides.txt"
"Q9NRG9","3",2,39479,"RA0505_peptides.txt"
"Q9NRG9","5",2,41612,"RA0505_peptides.txt"
"Q9NRI5","0",1,0,"RA0505_peptides.txt"
"Q9NRI5","3",1,0,"RA0505_peptides.txt"
"Q9NRI5","5",1,0,"RA0505_peptides.txt"
"Q9NRJ3","0",1,0,"RA0505_peptides.txt"
"Q9NRJ3","3",1,0,"RA0505_peptides.txt"
"Q9NRJ3","5",1,0,"RA0505_peptides.txt"
"Q9NRK6","0",2,77008,"RA0505_peptides.txt"
"Q9NRK6","3",2,39313,"RA0505_peptides.txt"
"Q9NRK6","5",2,54990,"RA0505_peptides.txt"
"Q9NRL3","0",2,43531,"RA0505_peptides.txt"
"Q9NRL3","3",2,46433,"RA0505_peptides.txt"
"Q9NRL3","5",2,47518,"RA0505_peptides.txt"
"Q9NRM7","0",1,0,"RA0505_peptides.txt"
"Q9NRM7","3",1,0,"RA0505_peptides.txt"
"Q9NRM7","5",1,0,"RA0505_peptides.txt"
"Q9NRN5","0",11,458261.9,"RA0505_peptides.txt"
"Q9NRN5","3",11,415714,"RA0505_peptides.txt"
"Q9NRN5","5",11,260986.2,"RA0505_peptides.txt"
"Q9NRP0","0",2,59634,"RA0505_peptides.txt"
"Q9NRP0","3",2,90225.8,"RA0505_peptides.txt"
"Q9NRP0","5",2,176584,"RA0505_peptides.txt"
"Q9NRQ2","0",1,237840,"RA0505_peptides.txt"
"Q9NRQ2","3",1,63696,"RA0505_peptides.txt"
"Q9NRQ2","5",1,73824,"RA0505_peptides.txt"
"Q9NRR5","0",1,10070,"RA0505_peptides.txt"
"Q9NRR5","3",1,2683.2,"RA0505_peptides.txt"
"Q9NRR5","5",1,2293,"RA0505_peptides.txt"
"Q9NRS4","0",1,0,"RA0505_peptides.txt"
"Q9NRS4","3",1,0,"RA0505_peptides.txt"
"Q9NRS4","5",1,0,"RA0505_peptides.txt"
"Q9NRV9","0",4,211439,"RA0505_peptides.txt"
"Q9NRV9","3",4,188649,"RA0505_peptides.txt"
"Q9NRV9","5",4,133523,"RA0505_peptides.txt"
"Q9NRW3","0",1,0,"RA0505_peptides.txt"
"Q9NRW3","3",1,0,"RA0505_peptides.txt"
"Q9NRW3","5",1,0,"RA0505_peptides.txt"
"Q9NRW7","0",10,620137,"RA0505_peptides.txt"
"Q9NRW7","3",10,270855,"RA0505_peptides.txt"
"Q9NRW7","5",10,372244,"RA0505_peptides.txt"
"Q9NRX3","0",3,197276,"RA0505_peptides.txt"
"Q9NRX3","3",3,124209,"RA0505_peptides.txt"
"Q9NRX3","5",3,295090,"RA0505_peptides.txt"
"Q9NRX4","0",9,1028932,"RA0505_peptides.txt"
"Q9NRX4","3",9,346835,"RA0505_peptides.txt"
"Q9NRX4","5",9,265566,"RA0505_peptides.txt"
"Q9NRX5","0",2,324747.5,"RA0505_peptides.txt"
"Q9NRX5","3",2,147471,"RA0505_peptides.txt"
"Q9NRX5","5",2,215614,"RA0505_peptides.txt"
"Q9NRY4","0",1,66891,"RA0505_peptides.txt"
"Q9NRY4","3",1,34327,"RA0505_peptides.txt"
"Q9NRY4","5",1,25730,"RA0505_peptides.txt"
"Q9NRY5","0",2,39065,"RA0505_peptides.txt"
"Q9NRY5","3",2,10453,"RA0505_peptides.txt"
"Q9NRY5","5",2,18088,"RA0505_peptides.txt"
"Q9NRY6","0",3,473210,"RA0505_peptides.txt"
"Q9NRY6","3",3,175830,"RA0505_peptides.txt"
"Q9NRY6","5",3,228929,"RA0505_peptides.txt"
"Q9NRZ5","0",3,66948,"RA0505_peptides.txt"
"Q9NRZ5","3",3,56411,"RA0505_peptides.txt"
"Q9NRZ5","5",3,53679,"RA0505_peptides.txt"
"Q9NRZ7","0",3,196898,"RA0505_peptides.txt"
"Q9NRZ7","3",3,84384,"RA0505_peptides.txt"
"Q9NRZ7","5",3,197051,"RA0505_peptides.txt"
"Q9NS00","0",6,248824,"RA0505_peptides.txt"
"Q9NS00","3",6,78280.2,"RA0505_peptides.txt"
"Q9NS00","5",6,188997,"RA0505_peptides.txt"
"Q9NS69","0",1,11813,"RA0505_peptides.txt"
"Q9NS69","3",1,73787,"RA0505_peptides.txt"
"Q9NS69","5",1,71801,"RA0505_peptides.txt"
"Q9NS86","0",2,20754.6,"RA0505_peptides.txt"
"Q9NS86","3",2,36015.2,"RA0505_peptides.txt"
"Q9NS86","5",2,52729,"RA0505_peptides.txt"
"Q9NS93","0",1,0,"RA0505_peptides.txt"
"Q9NS93","3",1,0,"RA0505_peptides.txt"
"Q9NS93","5",1,0,"RA0505_peptides.txt"
"Q9NSB8","0",1,0,"RA0505_peptides.txt"
"Q9NSB8","3",1,0,"RA0505_peptides.txt"
"Q9NSB8","5",1,0,"RA0505_peptides.txt"
"Q9NSC5","0",1,0,"RA0505_peptides.txt"
"Q9NSC5","3",1,0,"RA0505_peptides.txt"
"Q9NSC5","5",1,0,"RA0505_peptides.txt"
"Q9NSD9","0",14,836831,"RA0505_peptides.txt"
"Q9NSD9","3",14,450314,"RA0505_peptides.txt"
"Q9NSD9","5",14,716316,"RA0505_peptides.txt"
"Q9NSE4","0",10,287020,"RA0505_peptides.txt"
"Q9NSE4","3",10,207932.5,"RA0505_peptides.txt"
"Q9NSE4","5",10,345892.2,"RA0505_peptides.txt"
"Q9NSI6","0",1,0,"RA0505_peptides.txt"
"Q9NSI6","3",1,0,"RA0505_peptides.txt"
"Q9NSI6","5",1,0,"RA0505_peptides.txt"
"Q9NSK0","0",2,0,"RA0505_peptides.txt"
"Q9NSK0","3",2,0,"RA0505_peptides.txt"
"Q9NSK0","5",2,0,"RA0505_peptides.txt"
"Q9NSY1","0",2,0,"RA0505_peptides.txt"
"Q9NSY1","3",2,0,"RA0505_peptides.txt"
"Q9NSY1","5",2,0,"RA0505_peptides.txt"
"Q9NT62","0",1,49579,"RA0505_peptides.txt"
"Q9NT62","3",1,41612,"RA0505_peptides.txt"
"Q9NT62","5",1,35289,"RA0505_peptides.txt"
"Q9NTG7","0",1,0,"RA0505_peptides.txt"
"Q9NTG7","3",1,0,"RA0505_peptides.txt"
"Q9NTG7","5",1,0,"RA0505_peptides.txt"
"Q9NTI5","0",10,581049,"RA0505_peptides.txt"
"Q9NTI5","3",10,255610,"RA0505_peptides.txt"
"Q9NTI5","5",10,406622,"RA0505_peptides.txt"
"Q9NTJ4","0",4,53905,"RA0505_peptides.txt"
"Q9NTJ4","3",4,20269,"RA0505_peptides.txt"
